external_gene_name	description	uniprotswissprot	uniprot_gn_symbol
FIGLA	folliculogenesis specific bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:24669]	Q6QHK4	FIGLA
C1orf43	chromosome 1 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:29876]	Q9BWL3	C1orf43
C1orf43	chromosome 1 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:29876]	Q9BWL3	NS5ATP4A
CLEC4F	C-type lectin domain family 4 member F [Source:HGNC Symbol;Acc:HGNC:25357]	Q8N1N0	CLEC4F
CD207	CD207 molecule [Source:HGNC Symbol;Acc:HGNC:17935]	Q9UJ71	CD207
TEX261	testis expressed 261 [Source:HGNC Symbol;Acc:HGNC:30712]		TEX261
TEX261	testis expressed 261 [Source:HGNC Symbol;Acc:HGNC:30712]	Q6UWH6	TEX261
DUSP19	dual specificity phosphatase 19 [Source:HGNC Symbol;Acc:HGNC:18894]	Q8WTR2	DUSP19
NUP35	nucleoporin 35 [Source:HGNC Symbol;Acc:HGNC:29797]		NUP35
NUP35	nucleoporin 35 [Source:HGNC Symbol;Acc:HGNC:29797]	Q8NFH5	NUP35
UBAP2L	ubiquitin associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:29877]	Q14157	UBAP2L
UBAP2L	ubiquitin associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:29877]		UBAP2L
NCKAP1	NCK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666]	Q9Y2A7	NCKAP1
NCKAP1	NCK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666]		NCKAP1
BSDC1	BSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25501]	Q9NW68	BSDC1
BSDC1	BSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25501]		BSDC1
KIAA0319L	KIAA0319 like [Source:HGNC Symbol;Acc:HGNC:30071]		KIAA0319L
KIAA0319L	KIAA0319 like [Source:HGNC Symbol;Acc:HGNC:30071]	Q8IZA0	KIAA0319L
LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]	Q9Y2Q5	LAMTOR2
PYDC5	pyrin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:53781]	W6CW81	PYDC5
LCK	LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]		LCK
LCK	LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]	P06239	LCK
ARHGEF16	Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515]	Q5VV41	ARHGEF16
ARHGEF16	Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515]		ARHGEF16
TPRG1L	tumor protein p63 regulated 1 like [Source:HGNC Symbol;Acc:HGNC:27007]	Q5T0D9	TPRG1L
WRAP73	WD repeat containing, antisense to TP73 [Source:HGNC Symbol;Acc:HGNC:12759]		WRAP73
WRAP73	WD repeat containing, antisense to TP73 [Source:HGNC Symbol;Acc:HGNC:12759]		WDR8
WRAP73	WD repeat containing, antisense to TP73 [Source:HGNC Symbol;Acc:HGNC:12759]	Q9P2S5	WRAP73
WRAP73	WD repeat containing, antisense to TP73 [Source:HGNC Symbol;Acc:HGNC:12759]	Q9P2S5	WDR8
KIF1A	kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]	Q12756	KIF1A
TP73	tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]	O15350	TP73
KIF1A	kinesin family member 1A [Source:HGNC Symbol;Acc:HGNC:888]		KIF1A
TP73	tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]		TP73
IWS1	interacts with SUPT6H, CTD assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:25467]		IWS1
IWS1	interacts with SUPT6H, CTD assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:25467]	Q96ST2	IWS1
MEGF6	multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]	O75095	MEGF6
MEGF6	multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]		MEGF6
RSBN1	round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]	Q5VWQ0	RSBN1
RSBN1	round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]		RSBN1
SLC1A4	solute carrier family 1 member 4 [Source:HGNC Symbol;Acc:HGNC:10942]	P43007	SLC1A4
RAB1A	RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]	P62820	RAB1A
RAB1A	RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]		RAB1A
ACTR2	actin related protein 2 [Source:HGNC Symbol;Acc:HGNC:169]		ACTR2
ACTR2	actin related protein 2 [Source:HGNC Symbol;Acc:HGNC:169]	P61160	ACTR2
USP40	ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069]	Q9NVE5	USP40
USP40	ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069]		USP40
PTPN22	protein tyrosine phosphatase non-receptor type 22 [Source:HGNC Symbol;Acc:HGNC:9652]		PTPN22
PTPN22	protein tyrosine phosphatase non-receptor type 22 [Source:HGNC Symbol;Acc:HGNC:9652]	Q9Y2R2	PTPN22
AQP7B	aquaporin 7B [Source:HGNC Symbol;Acc:HGNC:53895]		bA251O17.3
BCL2L15	BCL2 like 15 [Source:HGNC Symbol;Acc:HGNC:33624]	Q5TBC7	BCL2L15
SCYGR10	small cysteine and glycine repeat containing 10 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:34221]	A0A286YEX9	
SCYGR4	small cysteine and glycine repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:34223]	A0A286YEV6	SCYGR4
BCL2L15	BCL2 like 15 [Source:HGNC Symbol;Acc:HGNC:33624]		BCL2L15
AP4B1	adaptor related protein complex 4 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:572]	Q9Y6B7	AP4B1
AP4B1	adaptor related protein complex 4 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:572]		AP4B1
LANCL1	LanC like glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:6508]		LANCL1
LANCL1	LanC like glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:6508]	O43813	LANCL1
HIPK1	homeodomain interacting protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:19006]	Q86Z02	HIPK1
HIPK1	homeodomain interacting protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:19006]		HIPK1
DCLRE1B	DNA cross-link repair 1B [Source:HGNC Symbol;Acc:HGNC:17641]		DCLRE1B
DCLRE1B	DNA cross-link repair 1B [Source:HGNC Symbol;Acc:HGNC:17641]	Q9H816	DCLRE1B
C1orf141	chromosome 1 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:32044]	Q5JVX7	C1orf141
C1orf141	chromosome 1 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:32044]		C1orf141
DHRS3	dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]	O75911	DHRS3
DHRS3	dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]		DHRS3
AADACL3	arylacetamide deacetylase like 3 [Source:HGNC Symbol;Acc:HGNC:32037]	Q5VUY0	AADACL3
CFAP107	cilia and flagella associated protein 107 [Source:HGNC Symbol;Acc:HGNC:28567]	Q8N1D5	CFAP107
CFAP107	cilia and flagella associated protein 107 [Source:HGNC Symbol;Acc:HGNC:28567]		CFAP107
PRAMEF12	PRAME family member 12 [Source:HGNC Symbol;Acc:HGNC:22125]	O95522	PRAMEF12
PRAMEF1	PRAME family member 1 [Source:HGNC Symbol;Acc:HGNC:28840]	O95521	PRAMEF1
AADACL4	arylacetamide deacetylase like 4 [Source:HGNC Symbol;Acc:HGNC:32038]	Q5VUY2	AADACL4
PRAMEF7	PRAME family member 7 [Source:HGNC Symbol;Acc:HGNC:28415]		PRAMEF7
IL23R	interleukin 23 receptor [Source:HGNC Symbol;Acc:HGNC:19100]		IL23R
IL23R	interleukin 23 receptor [Source:HGNC Symbol;Acc:HGNC:19100]	Q5VWK5	IL23R
PRAMEF20	PRAME family member 20 [Source:HGNC Symbol;Acc:HGNC:25224]	Q5VT98	PRAMEF20
LRRC38	leucine rich repeat containing 38 [Source:HGNC Symbol;Acc:HGNC:27005]	Q5VT99	LRRC38
CPS1	carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]	P31327	CPS1
CPS1	carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]		CPS1
LYST	lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968]	Q99698	LYST
LYST	lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968]		LYST
TACSTD2	tumor associated calcium signal transducer 2 [Source:HGNC Symbol;Acc:HGNC:11530]	P09758	TACSTD2
MYSM1	Myb like, SWIRM and MPN domains 1 [Source:HGNC Symbol;Acc:HGNC:29401]		MYSM1
SPAST	spastin [Source:HGNC Symbol;Acc:HGNC:11233]	Q9UBP0	SPAST
MYSM1	Myb like, SWIRM and MPN domains 1 [Source:HGNC Symbol;Acc:HGNC:29401]	Q5VVJ2	MYSM1
SPAST	spastin [Source:HGNC Symbol;Acc:HGNC:11233]		SPAST
FBXO2	F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]		FBXO2
FBXO2	F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]	Q9UK22	FBXO2
FBXO44	F-box protein 44 [Source:HGNC Symbol;Acc:HGNC:24847]	Q9H4M3	FBXO44
FBXO44	F-box protein 44 [Source:HGNC Symbol;Acc:HGNC:24847]		FBXO44
FBXO6	F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585]	Q9NRD1	FBXO6
FBXO6	F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585]		FBXO6
DRAXIN	dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]	Q8NBI3	DRAXIN
RPF1	ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350]		RPF1
UNC80	unc-80 homolog, NALCN channel complex subunit [Source:HGNC Symbol;Acc:HGNC:26582]		UNC80
RPF1	ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350]	Q9H9Y2	RPF1
UNC80	unc-80 homolog, NALCN channel complex subunit [Source:HGNC Symbol;Acc:HGNC:26582]	Q8N2C7	UNC80
GNG5	G protein subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:4408]	P63218	GNG5
CTBS	chitobiase [Source:HGNC Symbol;Acc:HGNC:2496]	Q01459	CTBS
CTBS	chitobiase [Source:HGNC Symbol;Acc:HGNC:2496]		CTBS
RPE	ribulose-5-phosphate-3-epimerase [Source:HGNC Symbol;Acc:HGNC:10293]	Q96AT9	RPE
SSX2IP	SSX family member 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:16509]	Q9Y2D8	SSX2IP
SSX2IP	SSX family member 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:16509]		SSX2IP
PRAMEF19	PRAME family member 19 [Source:HGNC Symbol;Acc:HGNC:24908]	Q5SWL8	PRAMEF19
MAD2L2	mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]		MAD2L2
RPE	ribulose-5-phosphate-3-epimerase [Source:HGNC Symbol;Acc:HGNC:10293]		RPE
MAD2L2	mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]	Q9UI95	MAD2L2
FAM72B	family with sequence similarity 72 member B [Source:HGNC Symbol;Acc:HGNC:24805]	Q86X60	FAM72B
FAM72B	family with sequence similarity 72 member B [Source:HGNC Symbol;Acc:HGNC:24805]		FAM72B
ZBED6	zinc finger BED-type containing 6 [Source:HGNC Symbol;Acc:HGNC:33273]	P86452	ZBED6
MAP2	microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]	P11137	MAP2
MAP2	microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]		MAP2
SLC2A1	solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]	P11166	SLC2A1
SLC2A1	solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]		SLC2A1
KCNA3	potassium voltage-gated channel subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:6221]		KCNA3
KCNA3	potassium voltage-gated channel subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:6221]	P22001	KCNA3
NLRP3	NLR family pyrin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16400]		NLRP3
ZC3H11B	zinc finger CCCH-type containing 11B [Source:HGNC Symbol;Acc:HGNC:25659]	A0A1B0GTU1	ZC3H11B
NCF2	neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]	P19878	NCF2
NCF2	neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]		NCF2
FOXD3	forkhead box D3 [Source:HGNC Symbol;Acc:HGNC:3804]	Q9UJU5	FOXD3
ALG6	ALG6 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]		ALG6
ALG6	ALG6 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]	Q9Y672	ALG6
TRIP12	thyroid hormone receptor interactor 12 [Source:HGNC Symbol;Acc:HGNC:12306]		TRIP12
TRIP12	thyroid hormone receptor interactor 12 [Source:HGNC Symbol;Acc:HGNC:12306]	Q14669	TRIP12
DMBX1	diencephalon/mesencephalon homeobox 1 [Source:HGNC Symbol;Acc:HGNC:19026]	Q8NFW5	DMBX1
MSTO1	misato mitochondrial distribution and morphology regulator 1 [Source:HGNC Symbol;Acc:HGNC:29678]		MSTO1
MSTO1	misato mitochondrial distribution and morphology regulator 1 [Source:HGNC Symbol;Acc:HGNC:29678]	Q9BUK6	MSTO1
TMEM87B	transmembrane protein 87B [Source:HGNC Symbol;Acc:HGNC:25913]	Q96K49	TMEM87B
TMEM87B	transmembrane protein 87B [Source:HGNC Symbol;Acc:HGNC:25913]		TMEM87B
RORC	RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260]	P51449	RORC
RORC	RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260]	P51449	NR1F3
RORC	RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260]		RORC
RORC	RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260]		NR1F3
CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]	P17655	CAPN2
CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]		CAPN2
PUM2	pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]	Q8TB72	PUM2
PUM2	pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]		PUM2
TP53BP2	tumor protein p53 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12000]	Q13625	
PXDN	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]	Q92626	PXDN
TP53BP2	tumor protein p53 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12000]		
PXDN	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]		PXDN
RGS13	regulator of G protein signaling 13 [Source:HGNC Symbol;Acc:HGNC:9995]	O14921	RGS13
RGS2	regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]	P41220	RGS2
HAX1	HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:HGNC:16915]		HAX1
HAX1	HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:HGNC:16915]	O00165	HAX1
GLMP	glycosylated lysosomal membrane protein [Source:HGNC Symbol;Acc:HGNC:29436]		GLMP
SH3YL1	SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29546]	Q96HL8	SH3YL1
GLMP	glycosylated lysosomal membrane protein [Source:HGNC Symbol;Acc:HGNC:29436]	Q8WWB7	GLMP
CRYBG2	crystallin beta-gamma domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17295]		CRYBG2
CRYBG2	crystallin beta-gamma domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17295]	Q8N1P7	CRYBG2
SH3YL1	SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29546]		SH3YL1
TTC13	tetratricopeptide repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:26204]	Q8NBP0	TTC13
TTC13	tetratricopeptide repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:26204]		TTC13
ACP1	acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]		ACP1
ACP1	acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]	P24666	ACP1
ARV1	ARV1 homolog, fatty acid homeostasis modulator [Source:HGNC Symbol;Acc:HGNC:29561]		ARV1
ARV1	ARV1 homolog, fatty acid homeostasis modulator [Source:HGNC Symbol;Acc:HGNC:29561]	Q9H2C2	ARV1
TMEM234	transmembrane protein 234 [Source:HGNC Symbol;Acc:HGNC:28837]	Q8WY98	TMEM234
TMEM234	transmembrane protein 234 [Source:HGNC Symbol;Acc:HGNC:28837]		TMEM234
GADD45A	growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]	P24522	GADD45A
GADD45A	growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]		GADD45A
ALKAL2	ALK and LTK ligand 2 [Source:HGNC Symbol;Acc:HGNC:27683]	Q6UX46	ALKAL2
ALKAL2	ALK and LTK ligand 2 [Source:HGNC Symbol;Acc:HGNC:27683]		ALKAL2
GNG12	G protein subunit gamma 12 [Source:HGNC Symbol;Acc:HGNC:19663]	Q9UBI6	GNG12
WLS	Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238]	Q5T9L3	WLS
WLS	Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238]		WLS
ZFP36L2	ZFP36 ring finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:1108]	P47974	ZFP36L2
ACYP2	acylphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:180]		ACYP2
ACYP2	acylphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:180]	P14621	ACYP2
ESRRG	estrogen related receptor gamma [Source:HGNC Symbol;Acc:HGNC:3474]	P62508	ESRRG
ESRRG	estrogen related receptor gamma [Source:HGNC Symbol;Acc:HGNC:3474]	P62508	NR3B3
TSPYL6	TSPY like 6 [Source:HGNC Symbol;Acc:HGNC:14521]	Q8N831	TSPYL6
ESRRG	estrogen related receptor gamma [Source:HGNC Symbol;Acc:HGNC:3474]		ESRRG
ESRRG	estrogen related receptor gamma [Source:HGNC Symbol;Acc:HGNC:3474]		NR3B3
CHRNB2	cholinergic receptor nicotinic beta 2 subunit [Source:HGNC Symbol;Acc:HGNC:1962]	P17787	CHRNB2
CHRNB2	cholinergic receptor nicotinic beta 2 subunit [Source:HGNC Symbol;Acc:HGNC:1962]		CHRNB2
KCNN3	potassium calcium-activated channel subfamily N member 3 [Source:HGNC Symbol;Acc:HGNC:6292]	Q9UGI6	KCNN3
KCNN3	potassium calcium-activated channel subfamily N member 3 [Source:HGNC Symbol;Acc:HGNC:6292]		KCNN3
TMEM275	transmembrane protein 275 [Source:HGNC Symbol;Acc:HGNC:53938]		TMEM275
TMEM275	transmembrane protein 275 [Source:HGNC Symbol;Acc:HGNC:53938]	A0A0U1RQS6	TMEM275
LELP1	late cornified envelope like proline rich 1 [Source:HGNC Symbol;Acc:HGNC:32046]	Q5T871	LELP1
PRR9	proline rich 9 [Source:HGNC Symbol;Acc:HGNC:32057]	Q5T870	PRR9
LORICRIN	loricrin cornified envelope precursor protein [Source:HGNC Symbol;Acc:HGNC:6663]	P23490	LORICRIN
PGLYRP3	peptidoglycan recognition protein 3 [Source:HGNC Symbol;Acc:HGNC:30014]	Q96LB9	PGLYRP3
PGLYRP4	peptidoglycan recognition protein 4 [Source:HGNC Symbol;Acc:HGNC:30015]	Q96LB8	PGLYRP4
S100A9	S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]	P06702	S100A9
S100A12	S100 calcium binding protein A12 [Source:HGNC Symbol;Acc:HGNC:10489]	P80511	S100A12
S100A8	S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]	P05109	S100A8
S100A7A	S100 calcium binding protein A7A [Source:HGNC Symbol;Acc:HGNC:21657]	Q86SG5	S100A7A
S100A7	S100 calcium binding protein A7 [Source:HGNC Symbol;Acc:HGNC:10497]	P31151	S100A7
NBPF8	NBPF member 8 [Source:HGNC Symbol;Acc:HGNC:31990]		
TNFRSF18	TNF receptor superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11914]	Q9Y5U5	TNFRSF18
TNFRSF18	TNF receptor superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11914]		TNFRSF18
SDF4	stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]		SDF4
B3GALT6	beta-1,3-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:17978]	Q96L58	B3GALT6
C1QTNF12	C1q and TNF related 12 [Source:HGNC Symbol;Acc:HGNC:32308]	Q5T7M4	C1QTNF12
TNS1	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]		TNS1
UBE2J2	ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]		UBE2J2
UBE2J2	ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]	Q8N2K1	UBE2J2
TNS1	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]	Q9HBL0	TNS1
CREG2	cellular repressor of E1A stimulated genes 2 [Source:HGNC Symbol;Acc:HGNC:14272]	Q8IUH2	CREG2
SCNN1D	sodium channel epithelial 1 subunit delta [Source:HGNC Symbol;Acc:HGNC:10601]	P51172	SCNN1D
SCNN1D	sodium channel epithelial 1 subunit delta [Source:HGNC Symbol;Acc:HGNC:10601]		SCNN1D
RFX8	regulatory factor X8 [Source:HGNC Symbol;Acc:HGNC:37253]	Q6ZV50	RFX8
RFX8	regulatory factor X8 [Source:HGNC Symbol;Acc:HGNC:37253]		RFX8
PLEKHO1	pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]		PLEKHO1
RGPD1	RANBP2 like and GRIP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32414]		RGPD1
PLEKHO1	pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]	Q53GL0	PLEKHO1
PLGLB1	plasminogen like B1 [Source:HGNC Symbol;Acc:HGNC:9072]	Q02325	PLGLB1
PLGLB1	plasminogen like B1 [Source:HGNC Symbol;Acc:HGNC:9072]		PLGLB1
ANP32E	acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]	Q9BTT0	ANP32E
ANP32E	acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]		ANP32E
CA14	carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372]	Q9ULX7	CA14
CA14	carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372]		CA14
APH1A	aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]	Q96BI3	APH1A
APH1A	aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]		APH1A
C1orf54	chromosome 1 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26258]	Q8WWF1	C1orf54
C1orf54	chromosome 1 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26258]		C1orf54
CIART	circadian associated repressor of transcription [Source:HGNC Symbol;Acc:HGNC:25200]		CIART
CIART	circadian associated repressor of transcription [Source:HGNC Symbol;Acc:HGNC:25200]	Q8N365	CIART
MRPS21	mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:14046]	P82921	MRPS21
PRPF3	pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]	O43395	PRPF3
ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]	Q96P50	ACAP3
ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]		ACAP3
BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	O00499	BIN1
CYP27C1	cytochrome P450 family 27 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:33480]		FLJ16008
CYP27C1	cytochrome P450 family 27 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:33480]		CYP27C1
CYP27C1	cytochrome P450 family 27 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:33480]	Q4G0S4	FLJ16008
CYP27C1	cytochrome P450 family 27 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:33480]	Q4G0S4	CYP27C1
ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3435]	P19447	ERCC3
ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3435]		ERCC3
INTS11	integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]	Q5TA45	INTS11
INTS11	integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]	Q5TA45	CPSF3L
INTS11	integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]		INTS11
INTS11	integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]		CPSF3L
CPTP	ceramide-1-phosphate transfer protein [Source:HGNC Symbol;Acc:HGNC:28116]	Q5TA50	CPTP
CPTP	ceramide-1-phosphate transfer protein [Source:HGNC Symbol;Acc:HGNC:28116]	Q5TA50	GLTPD1
CPTP	ceramide-1-phosphate transfer protein [Source:HGNC Symbol;Acc:HGNC:28116]		CPTP
CPTP	ceramide-1-phosphate transfer protein [Source:HGNC Symbol;Acc:HGNC:28116]		GLTPD1
TAS1R3	taste 1 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:15661]	Q7RTX0	TAS1R3
DVL1	dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]	O14640	DVL1
DVL1	dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]		DVL1
MXRA8	matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]	Q9BRK3	MXRA8
AURKAIP1	aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]	Q9NWT8	AURKAIP1
TMEM222	transmembrane protein 222 [Source:HGNC Symbol;Acc:HGNC:25363]	Q9H0R3	TMEM222
TMEM222	transmembrane protein 222 [Source:HGNC Symbol;Acc:HGNC:25363]		TMEM222
SYTL1	synaptotagmin like 1 [Source:HGNC Symbol;Acc:HGNC:15584]		SYTL1
SYTL1	synaptotagmin like 1 [Source:HGNC Symbol;Acc:HGNC:15584]	Q8IYJ3	SYTL1
MAP3K6	mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]		MAP3K6
MAP3K6	mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]	O95382	MAP3K6
CD164L2	CD164 molecule like 2 [Source:HGNC Symbol;Acc:HGNC:32043]	Q6UWJ8	CD164L2
